ID,Title,Call_Number
6424,flourish a visionary new understanding of happiness and wellbeing,BF204-206:Psychology
6425,flourish a visionary new understanding of happiness and wellbeing,BF204-206:Psychology
6426,amerika gendai shisō,BF204-206:Psychology
6427,amerika gendai shisō,BF204-206:Psychology
6428,dark night early dawn steps to a deep ecology of mind,BF204-206:Psychology
6429,completing piagets project transpersonal philosophy and the future of psychology,BF204-206:Psychology
6430,shadow self spirit essays in transpersonal psychology,BF204-206:Psychology
6431,moving through grief reconnecting with nature,BF204-206:Psychology
6432,the primal wound a transpersonal view of trauma addiction and growth,BF204-206:Psychology
6433,psychosynthesis a psychology of the spirit,BF204-206:Psychology
6434,subtle activism the inner dimension of social and planetary transformation,BF204-206:Psychology
6435,the postconventional personality assessing researching and theorizing higher development,BF204-206:Psychology
6436,words from the soul time east,BF204-206:Psychology
6437,transpersonal knowing exploring the horizon of consciousness,BF204-206:Psychology
6438,the ego and the dynamic ground a transpersonal theory of human development,BF204-206:Psychology
6439,the ego and the dynamic ground a transpersonal theory of human development,BF204-206:Psychology
6440,embodied spirituality in a sacred world,BF204-206:Psychology
6441,transpersonal psychology in psychoanalytic perspective,BF204-206:Psychology
6442,urban stress experiments on noise and social stressors by david c glass and jerome e singer,BF204-206:Psychology
6443,the effects of noise on man by karl d kryter,BF204-206:Psychology
6444,lärm und motivation,BF204-206:Psychology
6445,a handbook of selfcontrol procedures for cigarette smokers,BF204-206:Psychology
6446,psychedelics the uses and implications of hallucinogenic drugs edited by bernard aaronson and humphry osmond,BF207-209:Psychotropic drugs and other substances
6447,a primer of behavioral pharmacology concepts and principles in the behavioral analysis of drug action,BF207-209:Psychotropic drugs and other substances
6448,the lsd story,BF207-209:Psychotropic drugs and other substances
6449,the lsd story,BF207-209:Psychotropic drugs and other substances
6450,contemporary research in behavioral pharmacology,BF207-209:Psychotropic drugs and other substances
6451,behavioral analysis of drug action research and commentary edited by john a harvey,BF207-209:Psychotropic drugs and other substances
6452,the art of ecstasy an investigation of the psychedelic revolution by william marshall and gilbert w taylor,BF207-209:Psychotropic drugs and other substances
6453,the varieties of psychedelic experience,BF207-209:Psychotropic drugs and other substances
6454,the ecstatic adventure edited with an introd and notes by ralph metzner foreword by alan watts,BF207-209:Psychotropic drugs and other substances
6455,pharmacological and biophysical agents and behavior edited by ernest furchtgott,BF207-209:Psychotropic drugs and other substances
6456,readings in behavioral pharmacology edited by travis thompson roy pickens and richard a meisch,BF207-209:Psychotropic drugs and other substances
6457,the natural mind a revolutionary approach to the drug problem,BF207-209:Psychotropic drugs and other substances
6458,ayahuasca alucinación o premonición introducción a la sociología de la amazonia,BF207-209:Psychotropic drugs and other substances
6459,the antipodes of the mind charting the phenomenology of the ayahuasca experience,BF207-209:Psychotropic drugs and other substances
6460,marihuana the first twelve thousand years,BF207-209:Psychotropic drugs and other substances
6461,cannabis in costa rica a study of chronic marihuana use,BF207-209:Psychotropic drugs and other substances
6462,hashish studies of longterm use,BF207-209:Psychotropic drugs and other substances
6463,a comprehensive guide to the cannabis literature,BF207-209:Psychotropic drugs and other substances
6464,marihuana an annotated bibliography,BF207-209:Psychotropic drugs and other substances
6465,marihuana an annotated bibliography,BF207-209:Psychotropic drugs and other substances
6466,marihuana an annotated bibliography supplement,BF207-209:Psychotropic drugs and other substances
6467,marihuana an annotated bibliography supplement,BF207-209:Psychotropic drugs and other substances
6468,marihuana an annotated bibliography supplement,BF207-209:Psychotropic drugs and other substances
6469,annotated bibliography of marihuana cannabis sativa l 19641970,BF207-209:Psychotropic drugs and other substances
6470,annotated bibliography of marihuana cannabis sativa l 1971 supplement,BF207-209:Psychotropic drugs and other substances
6471,psychedelic drugs reconsidered,BF207-209:Psychotropic drugs and other substances
6472,higher wisdom eminent elders explore the continuing impact of psychedelics,BF207-209:Psychotropic drugs and other substances
6473,neuropsychedelia the revival of hallucinogen research since the decade of the brain,BF207-209:Psychotropic drugs and other substances
6474,the harvard psychedelic club how timothy leary ram dass huston smith and andrew weil killed the fifties and ushered in a new age for america,BF207-209:Psychotropic drugs and other substances
6475,otherworlds psychedelics and exceptional human experience,BF207-209:Psychotropic drugs and other substances
6476,psychedelic reflections,BF207-209:Psychotropic drugs and other substances
6477,los hongos alucinantes,BF207-209:Psychotropic drugs and other substances
6478,lsd personality and experience by harriet linton barr robert j langs et al,BF207-209:Psychotropic drugs and other substances
6479,utopiates the use users of lsd 25,BF207-209:Psychotropic drugs and other substances
6480,utopiates the use users of lsd 25,BF207-209:Psychotropic drugs and other substances
6481,lsd my problem child,BF207-209:Psychotropic drugs and other substances
6482,lsd man society,BF207-209:Psychotropic drugs and other substances
6483,lsd man society,BF207-209:Psychotropic drugs and other substances
6484,toward a rational view of hallucinogenic drugs,BF207-209:Psychotropic drugs and other substances
6485,lsd in action,BF207-209:Psychotropic drugs and other substances
6486,marijuana effects on human behavior,BF207-209:Psychotropic drugs and other substances
6487,on being stoned a psychological study of marijuana intoxication by charles t tart,BF207-209:Psychotropic drugs and other substances
6488,mescal and mechanisms of hallucinations,BF207-209:Psychotropic drugs and other substances
6489,misérable miracle la mescaline dessins et documents manuscrits originaux de lauteur,BF207-209:Psychotropic drugs and other substances
6490,behavioral effects of nicotine,BF207-209:Psychotropic drugs and other substances
6491,physical control of the mind toward a psychocivilized society by josé m r delgado,BF210-230:Psychology
6492,psychotechnology electronic control of mind and behavior edited by robert l schwitzgebel and ralph k schwitzgebel,BF210-230:Psychology
6493,behavioral electronics inc,BF210-230:Psychology
6494,using the whole brain integrating the right and left brain with hemisync sound patterns,BF210-230:Psychology
6495,earthly encounters sensation feminist theory and the anthropocene,BF231-299:Sensation. Aesthesiology
6496,manual on sensory testing methods,BF231-299:Sensation. Aesthesiology
6497,biological bases of sensation seeking impulsivity and anxiety,BF231-299:Sensation. Aesthesiology
6498,sensation and perception in the history of experimental psychology,BF231-299:Sensation. Aesthesiology
6499,sensory experience,BF231-299:Sensation. Aesthesiology
6500,the color of angels cosmology gender and the aesthetic imagination,BF231-299:Sensation. Aesthesiology
6501,worlds of sense exploring the senses in history and across cultures,BF231-299:Sensation. Aesthesiology
6502,sensation and perception,BF231-299:Sensation. Aesthesiology
6503,the experimental psychology of sensory behavior by john f corso,BF231-299:Sensation. Aesthesiology
6504,sensations memories and the flow of time a theory of subjective states reductive materialism using a spacetime analysis,BF231-299:Sensation. Aesthesiology
6505,distant impressions the senses in the ancient near east,BF231-299:Sensation. Aesthesiology
6506,experimental sensory psychology,BF231-299:Sensation. Aesthesiology
6507,the human senses,BF231-299:Sensation. Aesthesiology
6508,the human senses by frank a geldard,BF231-299:Sensation. Aesthesiology
6509,the senses considered as perceptual systems,BF231-299:Sensation. Aesthesiology
6510,the senses considered as perceptual systems,BF231-299:Sensation. Aesthesiology
6511,de cognitione sensuum externorum inquisitio psychologicocriteriologica circa realismum criticum et objectivitatem qualitatum sensibilium,BF231-299:Sensation. Aesthesiology
6512,de cognitione sensuum externorum inquisitio psychologicocriteriologica circa realismum criticum et objectivitatem qualitatum sensibilium,BF231-299:Sensation. Aesthesiology
6513,the philosophy and psychology of sensation,BF231-299:Sensation. Aesthesiology
6514,the sensory order an inquiry into the foundations of theoretical psychology with an introd by heinrich klüver,BF231-299:Sensation. Aesthesiology
6515,a tour of the senses how your brain interprets the world,BF231-299:Sensation. Aesthesiology
6516,ways of sensing understanding the senses in society,BF231-299:Sensation. Aesthesiology
6517,fundamentals of sensation and perception,BF231-299:Sensation. Aesthesiology
6518,sensation the new science of physical intelligence,BF231-299:Sensation. Aesthesiology
6519,grundfragen der wahrnehmungslehre untersuchungen über die bedeutung der gegenstandstheorie und phänomenologie für die experimentelle psychologie,BF231-299:Sensation. Aesthesiology
6520,introduction to sensory processes,BF231-299:Sensation. Aesthesiology
6521,the unity of the senses interrelations among the modalities,BF231-299:Sensation. Aesthesiology
6522,die einheit der sinne grundlinien einer aesthesiologie des geistes,BF231-299:Sensation. Aesthesiology
6523,the sensational past how the enlightenment changed the way we use our senses,BF231-299:Sensation. Aesthesiology
6524,ratio scaling of psychological magnitude in honor of the memory of ss stevens,BF231-299:Sensation. Aesthesiology
6525,see what im saying the extraordinary powers of our five senses,BF231-299:Sensation. Aesthesiology
6526,sensation and perception an integrated approach,BF231-299:Sensation. Aesthesiology
6527,sensation and perception,BF231-299:Sensation. Aesthesiology
6528,sensual and sensory experiences in the middle ages on pleasure fear desire and pain,BF231-299:Sensation. Aesthesiology
6529,multisensory interactions in the real world,BF231-299:Sensation. Aesthesiology
6530,the primary world of senses a vindication of sensory experience translated from the german by jacob needleman,BF231-299:Sensation. Aesthesiology
6531,the senses in self society and culture a sociology of the senses,BF231-299:Sensation. Aesthesiology
6532,the varieties of sensory experience a sourcebook in the anthropology of the senses,BF231-299:Sensation. Aesthesiology
6533,the senses of man with more than 100 illus by the author,BF231-299:Sensation. Aesthesiology
6534,the senses in late medieval england,BF231-299:Sensation. Aesthesiology
6535,sensation seeking beyond the optimal level of arousal,BF231-299:Sensation. Aesthesiology
6536,a variable sensitivity theory of signal detection,BF231-299:Sensation. Aesthesiology
6537,a variable threshold model for signal detection,BF231-299:Sensation. Aesthesiology
6538,sensation and judgment complementarity theory of psychophysics,BF231-299:Sensation. Aesthesiology
6539,signal detection theory and rocanalysis james p egan,BF231-299:Sensation. Aesthesiology
6540,signal detection theory and psychophysics a topical bibliography u preliminary draft,BF231-299:Sensation. Aesthesiology
6541,elements of psychophysical theory,BF231-299:Sensation. Aesthesiology
6542,geometric representations of perceptual phenomena papers in honor of tarow indow on his 70th birthday,BF231-299:Sensation. Aesthesiology
6543,signal detection theory and psychophysics by david m green and john a swets,BF231-299:Sensation. Aesthesiology
6544,cascades and fields in perceptual psychophysics,BF231-299:Sensation. Aesthesiology
6545,nonlinear psychophysical dynamics,BF231-299:Sensation. Aesthesiology
6546,ndimensional nonlinear psychophysics,BF231-299:Sensation. Aesthesiology
6547,psychophysical judgment and the process of perception xxiind international congress of psychology leipzig gdr july 612 1980 selected revised papers,BF231-299:Sensation. Aesthesiology
6548,the wave theory of difference and similarity,BF231-299:Sensation. Aesthesiology
6549,sensory processes the new psychophysics by lawrence e marks,BF231-299:Sensation. Aesthesiology
6550,psychophysical approaches to cognition,BF231-299:Sensation. Aesthesiology
6551,psychophysical explorations of mental structures,BF231-299:Sensation. Aesthesiology
6552,relational psychophysics in humans and animals a comparativedevelopmental approach,BF231-299:Sensation. Aesthesiology
6553,the measurement of sensation a critique of perceptual psychophysics by c wade savage,BF231-299:Sensation. Aesthesiology
6554,psychophysics introduction to its perceptual neural and social prospects edited by geraldine stevens,BF231-299:Sensation. Aesthesiology
6555,psychophysics introduction to its perceptual neural and social prospects,BF231-299:Sensation. Aesthesiology
6556,deep deep down in your heart,BF231-299:Sensation. Aesthesiology
6557,analysis of visual behavior,BF231-299:Sensation. Aesthesiology
6558,scenario visualization an evolutionary account of creative problem solving,BF231-299:Sensation. Aesthesiology
6559,the artful eye,BF231-299:Sensation. Aesthesiology
6560,psychophysical analysis of visual space by john c baird,BF231-299:Sensation. Aesthesiology
6561,visual intelligence perception image and manipulation in visual communication,BF231-299:Sensation. Aesthesiology
6562,the human organism as a person by s howard bartley,BF231-299:Sensation. Aesthesiology
6563,notions de psychologie la vision,BF231-299:Sensation. Aesthesiology
6564,principles of visual perception,BF231-299:Sensation. Aesthesiology
6565,blindspots the many ways we cannot see,BF231-299:Sensation. Aesthesiology
6566,visual masking an integrative approach,BF231-299:Sensation. Aesthesiology
6567,visual masking time slices through conscious and unconscious vision,BF231-299:Sensation. Aesthesiology
6568,recognising faces,BF231-299:Sensation. Aesthesiology
6569,visual perception physiology psychology and ecology,BF231-299:Sensation. Aesthesiology
6570,visual perception physiology psychology and ecology,BF231-299:Sensation. Aesthesiology
6571,how images think,BF231-299:Sensation. Aesthesiology
6572,seeing,BF231-299:Sensation. Aesthesiology
6573,the world at a glance,BF231-299:Sensation. Aesthesiology
6574,cognition and eye movements,BF231-299:Sensation. Aesthesiology
6575,seeing what i like liking what i see 120 mindeye color photographs,BF231-299:Sensation. Aesthesiology
6576,human and machine vision,BF231-299:Sensation. Aesthesiology
6577,colour perception mind and the physical world,BF231-299:Sensation. Aesthesiology
6578,differences in visual perception the individual eye,BF231-299:Sensation. Aesthesiology
6579,molyneuxs problem three centuries of discussion on the perception of forms,BF231-299:Sensation. Aesthesiology
6580,visual perception the nineteenth century,BF231-299:Sensation. Aesthesiology
6581,distortion in art the eye and the mind,BF231-299:Sensation. Aesthesiology
6582,illusions patterns and pictures a crosscultural perspective,BF231-299:Sensation. Aesthesiology
6583,visual pattern recognition by p c dodwell,BF231-299:Sensation. Aesthesiology
6584,living in a world transformed perceptual and performatory adaptation to visual distortion,BF231-299:Sensation. Aesthesiology
6585,early modern eyes,BF231-299:Sensation. Aesthesiology
6586,representation and recognition in vision,BF231-299:Sensation. Aesthesiology
6587,the object stares back on the nature of seeing,BF231-299:Sensation. Aesthesiology
6588,eye movements and psychological functions international views,BF231-299:Sensation. Aesthesiology
6589,fleeting memories cognition of brief visual stimuli,BF231-299:Sensation. Aesthesiology
6590,active vision the psychology of looking and seeing,BF231-299:Sensation. Aesthesiology
6591,the inquisitive eye,BF231-299:Sensation. Aesthesiology
6592,perception hallucination and illusion,BF231-299:Sensation. Aesthesiology
6593,formal theories of visual perception,BF231-299:Sensation. Aesthesiology
6594,seeing illusion brain and mind,BF231-299:Sensation. Aesthesiology
6595,infant vision,BF231-299:Sensation. Aesthesiology
6596,the visual cliff,BF231-299:Sensation. Aesthesiology
6597,the ecological approach to visual perception,BF231-299:Sensation. Aesthesiology
6598,reasons for realism selected essays of james j gibson,BF231-299:Sensation. Aesthesiology
6599,sight unseen an exploration of conscious and unconscious vision,BF231-299:Sensation. Aesthesiology
6600,theories of visual perception,BF231-299:Sensation. Aesthesiology
6601,theories of visual perception,BF231-299:Sensation. Aesthesiology
6602,eye and brain the psychology of seeing,BF231-299:Sensation. Aesthesiology
6603,eye and brain the psychology of seeing,BF231-299:Sensation. Aesthesiology
6604,the intelligent eye,BF231-299:Sensation. Aesthesiology
6605,the intelligent eye,BF231-299:Sensation. Aesthesiology
6606,mirrors in mind,BF231-299:Sensation. Aesthesiology
6607,seeing through illusions,BF231-299:Sensation. Aesthesiology
6608,eye and brain the psychology of seeing,BF231-299:Sensation. Aesthesiology
6609,relationships between perceptual mechanisms for color and pattern in human vision,BF231-299:Sensation. Aesthesiology
6610,informationprocessing approaches to visual perception,BF231-299:Sensation. Aesthesiology
6611,the psychology of visual perception by ralph norman haber and maurice hershenson,BF231-299:Sensation. Aesthesiology
6612,the psychology of visual perception by ralph norman haber and maurice hershenson,BF231-299:Sensation. Aesthesiology
6613,the psychology of visual perception,BF231-299:Sensation. Aesthesiology
6614,de lœil et du monde une histoire du regard au seuil de la modernité,BF231-299:Sensation. Aesthesiology
6615,selective attention in vision,BF231-299:Sensation. Aesthesiology
6616,vision images signals and neural networks models of neural processing in visual perception,BF231-299:Sensation. Aesthesiology
6617,the measurement of visual motion,BF231-299:Sensation. Aesthesiology
6618,visual intelligence how we create what we see,BF231-299:Sensation. Aesthesiology
6619,as images unwind ancient and modern theories of visual perception,BF231-299:Sensation. Aesthesiology
6620,human and machine vision ii,BF231-299:Sensation. Aesthesiology
6621,human symmetry perception and its computational analysis,BF231-299:Sensation. Aesthesiology
6622,visual cognition computational experimental and neuropsychological perspectives,BF231-299:Sensation. Aesthesiology
6623,iconic power materiality and meaning in social life,BF231-299:Sensation. Aesthesiology
6624,ways of seeing the scope and limits of visual cognition,BF231-299:Sensation. Aesthesiology
6625,eidetic imagery and typological methods of investigation their importance for the psychology of childhood the theory of education general psychology and the psychophysiology of human personality,BF231-299:Sensation. Aesthesiology
6626,visual art and education in an era of designer capitalism deconstructing the oral eye,BF231-299:Sensation. Aesthesiology
6627,lautre visible,BF231-299:Sensation. Aesthesiology
6628,sight and mind an introduction to visual perception,BF231-299:Sensation. Aesthesiology
6629,a psychology of picture perception by john m kennedy,BF231-299:Sensation. Aesthesiology
6630,field of vision,BF231-299:Sensation. Aesthesiology
6631,aspects of motion perception by paul a kolers,BF231-299:Sensation. Aesthesiology
6632,das optische wissen mediologische studien zu einer geschichte des sehens,BF231-299:Sensation. Aesthesiology
6633,structural information of visual patterns an efficient coding system in perception by e l j leeuwenberg,BF231-299:Sensation. Aesthesiology
6634,visual perception by herschel w leibowitz,BF231-299:Sensation. Aesthesiology
6635,figural aftereffects,BF231-299:Sensation. Aesthesiology
6636,inattentional blindness,BF231-299:Sensation. Aesthesiology
6637,the psychology of graphic images seeing drawing communicating,BF231-299:Sensation. Aesthesiology
6638,visual reflections a perceptual deficit and its implications,BF231-299:Sensation. Aesthesiology
6639,gesetze des sehens,BF231-299:Sensation. Aesthesiology
6640,historical roots of cognitive science the rise of a cognitive theory of perception from antiquity to the nineteenth century,BF231-299:Sensation. Aesthesiology
6641,models for the perception of speech and visual form proceedings of a symposium,BF231-299:Sensation. Aesthesiology
6642,molyneuxs question vision touch and the philosophy of perception,BF231-299:Sensation. Aesthesiology
6643,the space between our ears how the brain represents visual space,BF231-299:Sensation. Aesthesiology
6644,the space between our ears how the brain represents visual space,BF231-299:Sensation. Aesthesiology
6645,on being in the world wittgenstein and heidegger on seeing aspects,BF231-299:Sensation. Aesthesiology
6646,object perception structure and process,BF231-299:Sensation. Aesthesiology
6647,selective history of theories of visual perception 16501950,BF231-299:Sensation. Aesthesiology
6648,perceiving and remembering faces,BF231-299:Sensation. Aesthesiology
6649,perception a seminar conducted by the philosophy department of sri venkateswara university 1964 general editor sarasvati chennakesavan advisory editor k pampathi rao,BF231-299:Sensation. Aesthesiology
6650,perception beyond inference the information content of visual processes,BF231-299:Sensation. Aesthesiology
6651,perception of faces objects and scenes analytic and holistic processes,BF231-299:Sensation. Aesthesiology
6652,the perception of illusory contours,BF231-299:Sensation. Aesthesiology
6653,perceptual constancy why things look as they do,BF231-299:Sensation. Aesthesiology
6654,perceptual expertise bridging brain and behavior,BF231-299:Sensation. Aesthesiology
6655,perceptual expertise bridging brain and behavior,BF231-299:Sensation. Aesthesiology
6656,seeing and visualizing its not what you think,BF231-299:Sensation. Aesthesiology
6657,james j gibson and the psychology of perception,BF231-299:Sensation. Aesthesiology
6658,the nature of perceptual adaptation,BF231-299:Sensation. Aesthesiology
6659,perception a very short introduction,BF231-299:Sensation. Aesthesiology
6660,the influence of culture on visual perception by marshall h segall donald t campbell and melville j herskovits with the collaboration of donald bender and others,BF231-299:Sensation. Aesthesiology
6661,seeing whole toward an ethics and ecology of sight,BF231-299:Sensation. Aesthesiology
6662,william molyneux of dublin 16561698,BF231-299:Sensation. Aesthesiology
6663,social psychology of visual perception,BF231-299:Sensation. Aesthesiology
6664,seeing knowing and believing a study of the language of visual perception by jonas f soltis,BF231-299:Sensation. Aesthesiology
6665,unflattening,BF231-299:Sensation. Aesthesiology
6666,über die optische unterscheidbarkeit einfacher zeichen,BF231-299:Sensation. Aesthesiology
6667,readings in the study of visually perceived movement,BF231-299:Sensation. Aesthesiology
6668,visual information processing,BF231-299:Sensation. Aesthesiology
6669,stability and constancy in visual perception mechanisms and processes,BF231-299:Sensation. Aesthesiology
6670,vision and brain how we perceive the world,BF231-299:Sensation. Aesthesiology
6671,seeing objects the structure of visual representation,BF231-299:Sensation. Aesthesiology
6672,thinking and seeing visual metacognition in adults and children,BF231-299:Sensation. Aesthesiology
6673,tutorials in visual cognition,BF231-299:Sensation. Aesthesiology
6674,tutorials on motion perception,BF231-299:Sensation. Aesthesiology
6675,pattern recognition theory experiment computer simulations and dynamic models of form perception and discovery,BF231-299:Sensation. Aesthesiology
6676,the interpretation of visual motion,BF231-299:Sensation. Aesthesiology
6677,understanding vision an interdisciplinary perspective,BF231-299:Sensation. Aesthesiology
6678,the detection of nonplanar surfaces in visual space,BF231-299:Sensation. Aesthesiology
6679,on seeing forms,BF231-299:Sensation. Aesthesiology
6680,toward a new behaviorism the case against perceptual reductionism,BF231-299:Sensation. Aesthesiology
6681,visual form detection in 3dimensional space,BF231-299:Sensation. Aesthesiology
6682,experiments in visual perception selected readings edited by m d vernon,BF231-299:Sensation. Aesthesiology
6683,perception through experience,BF231-299:Sensation. Aesthesiology
6684,decision processes in visual perception,BF231-299:Sensation. Aesthesiology
6685,visual attention,BF231-299:Sensation. Aesthesiology
6686,visual coding and adaptability,BF231-299:Sensation. Aesthesiology
6687,visual experience sensation cognition and constancy,BF231-299:Sensation. Aesthesiology
6688,visual information processing,BF231-299:Sensation. Aesthesiology
6689,visual methods in psychology using and interpreting images in qualitative research,BF231-299:Sensation. Aesthesiology
6690,visual object processing a cognitive neuropsychological approach,BF231-299:Sensation. Aesthesiology
6691,visual search symposium conducted at the spring meeting 1970 committee on vision division of behavioral sciences national research council,BF231-299:Sensation. Aesthesiology
6692,les effets consécutifs figuraux influence de lexpérience antérieure sur les perceptions,BF231-299:Sensation. Aesthesiology
6693,visual allusions pictures of perception,BF231-299:Sensation. Aesthesiology
6694,destined for distinguished oblivion the scientific vision of william charles wells 17571817,BF231-299:Sensation. Aesthesiology
6695,perception and illusion historical perspectives,BF231-299:Sensation. Aesthesiology
6696,visual perception an introduction,BF231-299:Sensation. Aesthesiology
6697,color vision an historical introduction,BF231-299:Sensation. Aesthesiology
6698,visual thinking for design,BF231-299:Sensation. Aesthesiology
6699,perception by daniel j weintraub and edward l walker,BF231-299:Sensation. Aesthesiology
6700,perception by daniel j weintraub and edward l walker,BF231-299:Sensation. Aesthesiology
6701,the matter of vision affective neurobiology cinema,BF231-299:Sensation. Aesthesiology
6702,visual perception of form,BF231-299:Sensation. Aesthesiology
6703,seeing black and white,BF231-299:Sensation. Aesthesiology
6704,lightness brightness and transparency,BF231-299:Sensation. Aesthesiology
6705,face perception,BF231-299:Sensation. Aesthesiology
6706,four questions on visual selfrecognition development evolution function and mechanisms,BF231-299:Sensation. Aesthesiology
6707,cognitive and computational aspects of face recognition explorations in face space,BF231-299:Sensation. Aesthesiology
6708,biology and cognitive development the case of face recognition,BF231-299:Sensation. Aesthesiology
6709,in your face the new science of human attraction,BF231-299:Sensation. Aesthesiology
6710,face recognition cognitive and computational processes,BF231-299:Sensation. Aesthesiology
6711,social and applied aspects of perceiving faces,BF231-299:Sensation. Aesthesiology
6712,looking into pictures an interdisciplinary approach to pictorial space,BF231-299:Sensation. Aesthesiology
6713,motion representation and perception proceedings of the acm siggraph,BF231-299:Sensation. Aesthesiology
6714,perception with an eye for motion,BF231-299:Sensation. Aesthesiology
6715,auditory perception of sound sources,BF231-299:Sensation. Aesthesiology
6716,the comparative psychology of audition perceiving complex sounds,BF231-299:Sensation. Aesthesiology
6717,über wirkungen akustischer reize mit unterschiedlicher emotionaler valenz,BF231-299:Sensation. Aesthesiology
6718,auditory competence in early life the roots of communicative behavior,BF231-299:Sensation. Aesthesiology
6719,reason and resonance a history of modern aurality,BF231-299:Sensation. Aesthesiology
6720,untersuchungen zur tonhohenwahrnehmung stochastischer schallsignale,BF231-299:Sensation. Aesthesiology
6721,listening an introduction to the perception of auditory events,BF231-299:Sensation. Aesthesiology
6722,psychoacoustics by j donald harris,BF231-299:Sensation. Aesthesiology
6723,signals sound and sensation,BF231-299:Sensation. Aesthesiology
6724,introduction to normal auditory perception,BF231-299:Sensation. Aesthesiology
6725,covert articulation in adult listeners its relationship to listening ability and graded verbal stimuli,BF231-299:Sensation. Aesthesiology
6726,hearing,BF231-299:Sensation. Aesthesiology
6727,introduction to the psychology of hearing,BF231-299:Sensation. Aesthesiology
6728,an introduction to the psychology of hearing,BF231-299:Sensation. Aesthesiology
6729,an introduction to the psychology of hearing,BF231-299:Sensation. Aesthesiology
6730,ecological psychoacoustics,BF231-299:Sensation. Aesthesiology
6731,sounds a philosophical theory,BF231-299:Sensation. Aesthesiology
6732,the oxford handbook of auditory science,BF231-299:Sensation. Aesthesiology
6733,the oxford handbook of auditory science,BF231-299:Sensation. Aesthesiology
6734,the oxford handbook of auditory science,BF231-299:Sensation. Aesthesiology
6735,sounds and perception new philosophical essays,BF231-299:Sensation. Aesthesiology
6736,the psychology of sound by henry j watt,BF231-299:Sensation. Aesthesiology
6737,le doux et lamer sensation gustative émotion et communication chez le jeune enfant,BF231-299:Sensation. Aesthesiology
6738,conditioned taste aversion behavioral and neural processes,BF231-299:Sensation. Aesthesiology
6739,flavor taste and the psychology of smell,BF231-299:Sensation. Aesthesiology
6740,the hedonics of taste,BF231-299:Sensation. Aesthesiology
6741,the ephemeral history of perfume scent and sense in early modern england,BF231-299:Sensation. Aesthesiology
6742,the scent of desire discovering our enigmatic sense of smell,BF231-299:Sensation. Aesthesiology
6743,odour preferences by r w moncrieff,BF231-299:Sensation. Aesthesiology
6744,odeurs du monde écriture de la nuit,BF231-299:Sensation. Aesthesiology
6745,touch,BF231-299:Sensation. Aesthesiology
6746,the first sense a philosophical study of human touch,BF231-299:Sensation. Aesthesiology
6747,boundaries of touch parenting and adultchild intimacy,BF231-299:Sensation. Aesthesiology
6748,psychology of touch and blindness,BF231-299:Sensation. Aesthesiology
6749,the world of touch,BF231-299:Sensation. Aesthesiology
6750,pain and touch,BF231-299:Sensation. Aesthesiology
6751,the senses of touch haptics affects and technologies,BF231-299:Sensation. Aesthesiology
6752,psychology and art of the blind,BF231-299:Sensation. Aesthesiology
6753,tactual perception a sourcebook,BF231-299:Sensation. Aesthesiology
6754,touch representation and blindness,BF231-299:Sensation. Aesthesiology
6755,touch and blindness psychology and neuroscience,BF231-299:Sensation. Aesthesiology
6756,proprioceptive control of human movement by john dickinson,BF231-299:Sensation. Aesthesiology
6757,sensory processes by mathew alpern merle lawrence and david wolsk,BF231-299:Sensation. Aesthesiology
6758,sensory processes by mathew alpern merle lawrence and david wolsk,BF231-299:Sensation. Aesthesiology
6759,isolation clinical and eperimental approaches,BF231-299:Sensation. Aesthesiology
6760,the brain benders a study of the effects of isolation by charles a brownfield,BF231-299:Sensation. Aesthesiology
6761,stimulus synthesis in normal and retarded subjects,BF231-299:Sensation. Aesthesiology
6762,varieties of perceptual learning,BF231-299:Sensation. Aesthesiology
6763,the world of perception by kai von fieandt an english adaptation by the author of his havaitsemisen maailma with the consultation of michael wertheimer,BF231-299:Sensation. Aesthesiology
6764,perceptual development in children,BF231-299:Sensation. Aesthesiology
6765,sensory psychology by conrad g mueller,BF231-299:Sensation. Aesthesiology
6766,the psychodynamic implications of physiological studies on sensory deprivation edited by leo madow and laurence h snow,BF231-299:Sensation. Aesthesiology
6767,sensory restriction effects on behavior,BF231-299:Sensation. Aesthesiology
6768,sensory deprivation fifteen years of research edited by john p zubek,BF231-299:Sensation. Aesthesiology
6769,pattern fish,BF231-299:Sensation. Aesthesiology
6770,pattern apprehension the development of internal representations by abram r w muijen,BF231-299:Sensation. Aesthesiology
6771,3d shape its unique place in visual perception,BF231-299:Sensation. Aesthesiology
6772,orientation and form,BF231-299:Sensation. Aesthesiology
6773,similarity and choice papers in honour of clyde coombs,BF231-299:Sensation. Aesthesiology
6774,a behaviorist looks at form recognition,BF231-299:Sensation. Aesthesiology
6775,the perception of dotted forms,BF231-299:Sensation. Aesthesiology
6776,conservations spatiales par vinh bang et eric lunzer,BF231-299:Sensation. Aesthesiology
6777,pattern discrimination,BF231-299:Sensation. Aesthesiology
6778,studies in expressive movement,BF231-299:Sensation. Aesthesiology
6779,approaches to the study of motor control and learning,BF231-299:Sensation. Aesthesiology
6780,meaning in movement sport and physical education,BF231-299:Sensation. Aesthesiology
6781,meaning in movement sport and physical education,BF231-299:Sensation. Aesthesiology
6782,body movement coping with the environment,BF231-299:Sensation. Aesthesiology
6783,more moving experiences connecting arts feelings and imagination,BF231-299:Sensation. Aesthesiology
6784,the embodied self movement and psychoanalysis,BF231-299:Sensation. Aesthesiology
